,0 1
9463,211 809
9464,74 307
9465,455 444
9466,13 135
9467,283 577
9468,167 206
9469,373 253
9470,457 562
9471,174 283
9472,307 74
9473,305 685
9474,83 81
9475,253 373
9476,103 179
9477,366 184
9478,86 415
9479,91 258
9480,129 198
9481,13 113
9482,568 256
9483,197 86
9484,499 264
9485,264 499
9486,300 126
9487,405 64
9488,370 226
9489,314 221
9490,152 518
9491,264 804
9492,283 221
9493,685 665
9494,200 562
9495,96 131
9496,373 571
9497,405 283
9498,453 62
9499,411 283
9500,681 342
9501,499 141
9502,283 405
9503,308 129
9504,83 318
9505,83 114
9506,412 809
9507,412 803
9508,6 429
9509,6 430
9510,725 370
9511,725 245
9512,2 409
9513,377 149
9514,18 86
9515,632 719
9516,143 91
9517,290 424
9518,4 283
9519,427 48
9520,427 427
9521,720 86
9522,551 299
9523,460 615
9524,473 509
9525,16 290
9526,299 551
9527,101 404
9528,461 735
9529,233 63
9530,233 474
9531,13 812
9532,360 19
9533,283 4
9534,460 518
9535,240 237
9536,283 411
9537,174 59
9538,233 124
9539,233 58
9540,233 101
9541,665 685
9542,41 256
9543,41 249
9544,738 208
9545,169 434
9546,400 21
9547,355 16
9548,355 142
9549,518 559
9550,518 355
9551,126 58
9552,434 518
9553,282 233
9554,282 393
9555,282 105
9556,272 45
9557,150 397
9558,12 739
9559,225 221
9560,98 125
9561,112 112
9562,105 17
9563,357 91
9564,572 572
9565,373 115
9566,115 373
9567,518 434
9568,129 308
9569,243 411
9570,116 464
9571,116 151
9572,116 113
9573,116 329
9574,116 443
9575,116 29
9576,116 30
9577,116 128
9578,116 280
9579,116 32
9580,116 725
9581,116 34
9582,116 35
9583,116 437
9584,116 340
9585,116 39
9586,116 171
9587,116 40
9588,116 207
9589,809 411
9590,64 170
9591,64 168
9592,434 288
9593,686 22
9594,201 200
9595,305 809
9596,288 434
9597,809 305
9598,160 232
9599,419 74
9600,423 438
9601,137 665
9602,498 421
9603,498 529
9604,305 64
9605,4 301
9606,329 652
9607,96 123
9608,4 192
9609,641 669
9610,494 504
9611,12 264
9612,419 211
9613,19 707
9614,125 98
9615,419 495
9616,285 83
9617,200 201
9618,246 608
9619,537 368
9620,537 52
9621,423 303
9622,661 459
9623,641 748
9624,141 499
9625,83 453
9626,264 12
9627,16 355
9628,314 301
9629,58 303
9630,459 661
9631,132 236
9632,38 409
9633,661 44
9634,652 329
9635,142 367
9636,418 183
9637,418 129
9638,301 4
9639,16 105
9640,300 128
9641,428 274
9642,44 661
9643,813 450
9644,168 426
9645,450 813
9646,74 419
9647,142 338
9648,224 468
9649,213 141
9650,814 52
9651,191 5
9652,313 17
9653,210 16
9654,515 292
9655,141 213
9656,216 64
9657,24 28
9658,366 226
9659,695 734
9660,418 314
9661,20 74
9662,141 14
9663,106 183
9664,695 365
9665,64 216
9666,115 64
9667,168 276
9668,16 210
9669,345 157
9670,211 419
9671,211 586
9672,211 546
9673,211 434
9674,15 15
9675,210 233
9676,48 492
9677,19 142
9678,13 290
9679,76 245
9680,229 489
9681,93 168
9682,221 215
9683,411 698
9684,411 481
9685,373 166
9686,489 229
9687,481 698
9688,481 411
9689,481 809
9690,74 764
9691,74 308
9692,74 310
9693,74 312
9694,74 313
9695,74 0
9696,74 468
9697,226 434
9698,160 562
9699,85 74
9700,478 434
9701,379 308
9702,379 380
9703,379 381
9704,379 61
9705,379 392
9706,379 393
9707,379 320
9708,379 378
9709,379 103
9710,379 382
9711,379 181
9712,379 383
9713,379 283
9714,379 385
9715,379 386
9716,379 387
9717,379 388
9718,379 390
9719,379 391
9720,379 250
9721,379 398
9722,379 377
9723,379 368
9724,379 104
9725,379 321
9726,379 60
9727,379 150
9728,748 46
9729,473 213
9730,434 478
9731,498 246
9732,434 64
9733,434 226
9734,411 243
9735,14 141
9736,133 160
9737,58 809
9738,48 261
9739,48 48
9740,261 48
9741,542 526
9742,309 42
9743,309 612
9744,520 58
9745,64 434
9746,201 51
9747,329 477
9748,90 66
9749,221 283
9750,160 667
9751,371 98
9752,23 438
9753,347 347
9754,455 113
9755,155 145
9756,84 612
9757,356 91
9758,387 378
9759,245 76
9760,404 249
9761,444 245
9762,615 460
9763,141 141
9764,261 151
9765,74 106
9766,303 303
9767,107 494
9768,237 158
9769,697 697
9770,568 329
9771,21 518
9772,67 108
9773,492 48
9774,108 67
9775,5 312
9776,62 518
9777,612 84
9778,58 3
9779,570 700
9780,58 615
9781,129 515
9782,4 211
9783,4 481
9784,4 305
9785,438 23
9786,515 129
9787,405 356
9788,18 797
9789,797 18
9790,10 13
9791,392 392
9792,379 64
9793,271 737
9794,498 267
9795,809 481
9796,214 681
9797,498 738
9798,570 267
9799,200 51
9800,259 21
9801,86 368
9802,250 113
9803,19 674
9804,748 283
9805,236 233
9806,229 721
9807,502 661
9808,356 405
9809,305 4
9810,86 113
9811,86 197
9812,809 58
9813,455 245
9814,113 86
9815,615 615
9816,205 593
9817,533 94
9818,450 464
9819,450 611
9820,450 128
9821,450 526
9822,450 534
9823,450 544
9824,450 714
9825,685 815
9826,94 533
9827,541 62
9828,714 450
9829,62 159
9830,529 498
9831,10 324
9832,159 62
9833,116 434
9834,64 184
9835,6 102
9836,405 362
9837,321 483
9838,434 116
9839,102 6
9840,211 698
9841,179 103
9842,106 462
9843,358 8
9844,107 450
9845,314 312
9846,314 255
9847,324 10
9848,314 314
9849,745 745
9850,93 27
9851,300 312
9852,300 314
9853,329 476
9854,266 141
9855,754 360
9856,429 124
9857,444 114
9858,419 154
9859,237 587
9860,134 74
9861,182 182
9862,141 266
9863,312 221
9864,431 217
9865,412 3
9866,281 301
9867,301 281
9868,107 152
9869,352 681
9870,28 434
9871,310 221
9872,105 360
9873,124 429
9874,82 165
9875,112 356
9876,813 623
9877,112 91
9878,13 305
9879,13 336
9880,13 38
9881,58 685
9882,360 105
9883,226 366
9884,499 498
9885,263 151
9886,263 367
9887,554 29
9888,515 493
9889,569 739
9890,695 405
9891,401 568
9892,12 570
9893,242 241
9894,473 545
9895,405 5
9896,444 444
9897,5 405
9898,223 221
9899,570 12
9900,105 28
9901,545 473
9902,405 456
9903,190 189
9904,590 27
9905,107 158
9906,815 685
9907,815 815
9908,6 137
9909,489 365
9910,352 789
9911,352 206
9912,699 332
9913,529 141
9914,529 466
9915,665 272
9916,419 497
9917,419 79
9918,419 445
9919,810 210
9920,498 499
9921,420 83
9922,430 83
9923,223 64
9924,526 542
9925,237 159
9926,237 238
9927,237 241
9928,237 242
9929,452 499
9930,452 502
9931,10 434
9932,128 346
9933,64 223
9934,428 46
9935,368 321
9936,401 65
9937,438 423
9938,361 455
9939,756 459
9940,58 654
9941,169 455
9942,153 434
9943,337 160
9944,357 80
9945,231 289
9946,231 257
9947,455 169
9948,495 419
9949,80 357
9950,504 529
9951,455 361
9952,85 221
9953,548 1
9954,548 78
9955,548 531
9956,548 340
9957,548 459
9958,157 104
9959,548 21
9960,548 405
9961,58 138
9962,548 106
9963,548 256
9964,548 278
9965,548 203
9966,170 816
9967,548 169
9968,27 93
9969,269 592
9970,810 393
9971,164 748
9972,529 504
9973,216 254
9974,77 212
9975,237 209
9976,748 164
9977,493 817
9978,303 434
9979,306 173
9980,284 168
9981,79 419
9982,221 314
9983,698 211
9984,249 58
9985,325 173
9986,338 113
9987,10 21
9988,152 433
9989,460 249
9990,124 592
9991,569 8
9992,570 8
9993,498 8
9994,28 31
9995,499 8
9996,58 174
9997,172 86
9998,128 434
9999,168 183
10000,741 741
10001,157 381
10002,157 389
10003,157 392
10004,157 393
10005,157 320
10006,157 378
10007,157 103
10008,157 382
10009,157 181
10010,157 383
10011,157 283
10012,157 385
10013,157 386
10014,157 387
10015,157 390
10016,157 394
10017,157 250
10018,157 398
10019,157 368
10020,157 60
10021,157 150
10022,157 295
10023,157 308
10024,157 391
10025,157 321
10026,181 157
10027,98 371
10028,79 482
10029,79 340
10030,340 79
10031,307 17
10032,548 377
10033,810 597
10034,187 62
10035,215 314
10036,818 440
10037,220 17
10038,340 434
10039,62 187
10040,19 430
10041,163 434
10042,254 216
10043,133 44
10044,241 158
10045,8 569
10046,502 374
10047,301 173
10048,8 12
10049,8 570
10050,8 498
10051,8 499
10052,8 504
10053,27 590
10054,366 531
10055,366 78
10056,366 445
10057,434 21
10058,498 197
10059,13 281
10060,498 293
10061,495 342
10062,495 214
10063,520 5
10064,210 434
10065,411 412
10066,223 17
10067,434 340
10068,269 428
10069,409 336
10070,569 9
10071,39 480
10072,25 26
10073,452 8
10074,585 493
10075,328 328
10076,531 79
10077,9 569
10078,531 366
10079,9 754
10080,430 19
10081,342 495
10082,342 103
10083,342 342
10084,342 277
10085,342 376
10086,342 181
10087,342 219
10088,342 280
10089,342 214
10090,342 450
10091,342 296
10092,342 203
10093,342 351
10094,342 231
10095,342 122
10096,342 468
10097,342 179
10098,342 95
10099,342 60
10100,342 575
10101,412 411
10102,8 441
10103,167 342
10104,531 434
10105,104 104
10106,249 473
10107,473 249
10108,437 115
10109,368 103
10110,308 17
10111,405 314
10112,183 418
10113,211 532
10114,394 397
10115,314 405
10116,181 342
10117,374 529
10118,647 685
10119,149 191
10120,206 352
10121,397 394
10122,261 27
10123,493 585
10124,685 647
10125,538 733
10126,135 165
10127,441 434
10128,409 581
10129,57 303
10130,57 610
10131,57 619
10132,450 342
10133,424 28
10134,441 8
10135,499 529
10136,358 707
10137,303 59
10138,368 377
10139,28 424
10140,450 515
10141,409 624
10142,404 105
10143,610 56
10144,610 57
10145,610 303
10146,610 89
10147,610 59
10148,280 434
10149,368 104
10150,11 566
10151,167 14
10152,105 404
10153,179 278
10154,278 179
10155,149 344
10156,221 310
10157,201 420
10158,59 57
10159,59 303
10160,59 89
10161,59 610
10162,59 619
10163,434 531
10164,293 8
10165,79 165
10166,598 521
10167,298 685
10168,590 23
10169,149 420
10170,155 655
10171,105 105
10172,160 236
10173,430 765
10174,81 434
10175,249 16
10176,434 211
10177,526 457
10178,17 434
10179,186 129
10180,356 258
10181,345 179
10182,79 47
10183,404 160
10184,160 404
10185,155 337
10186,430 504
10187,155 420
10188,440 818
10189,489 82
10190,272 186
10191,91 11
10192,129 186
10193,129 28
10194,81 20
10195,434 148
10196,20 81
10197,133 62
10198,211 195
10199,621 231
10200,359 499
10201,224 1
10202,224 256
10203,224 221
10204,224 365
10205,257 231
10206,21 548
10207,189 420
10208,733 538
10209,146 615
10210,502 529
10211,221 224
10212,221 468
10213,409 447
10214,526 296
10215,305 137
10216,21 467
10217,422 82
10218,467 21
10219,229 434
10220,390 62
10221,459 756
10222,19 366
10223,19 107
10224,420 18
10225,809 56
10226,394 60
10227,434 229
10228,56 809
10229,172 458
10230,12 86
10231,366 19
10232,278 351
10233,73 259
10234,259 73
10235,169 62
10236,325 65
10237,548 371
10238,593 776
10239,548 46
10240,548 129
10241,381 381
10242,366 18
10243,153 283
10244,153 256
10245,453 212
10246,284 191
10247,400 400
10248,142 83
10249,18 366
10250,346 214
10251,83 106
10252,11 91
10253,515 484
10254,165 23
10255,132 371
10256,18 420
10257,429 273
10258,460 170
10259,460 214
10260,517 408
10261,170 460
10262,26 35
10263,248 260
10264,248 259
10265,248 73
10266,126 126
10267,426 92
10268,809 211
10269,20 287
10270,376 283
10271,371 132
10272,81 155
10273,287 20
10274,69 299
10275,222 218
10276,222 219
10277,222 310
10278,222 85
10279,222 312
10280,222 223
10281,222 18
10282,222 314
10283,222 225
10284,222 226
10285,314 222
10286,92 426
10287,314 215
10288,137 305
10289,376 157
10290,424 783
10291,261 367
10292,145 474
10293,282 31
10294,148 434
10295,423 444
10296,223 314
10297,302 438
10298,494 12
10299,420 152
10300,438 302
10301,707 73
10302,707 331
10303,229 513
10304,5 82
10305,806 88
10306,82 5
10307,13 581
10308,560 282
10309,597 62
10310,28 25
10311,28 26
10312,28 721
10313,28 32
10314,28 722
10315,28 33
10316,28 34
10317,28 590
10318,28 38
10319,28 40
10320,28 588
10321,28 545
10322,235 209
10323,806 285
10324,806 89
10325,806 304
10326,738 195
10327,481 286
10328,481 63
10329,481 137
10330,92 11
10331,38 35
10332,155 153
10333,173 301
10334,237 6
10335,283 376
10336,271 211
10337,271 58
10338,283 153
10339,6 237
10340,81 533
10341,62 390
10342,145 58
10343,163 62
10344,191 365
10345,191 256
10346,400 309
10347,195 738
10348,64 103
10349,285 96
10350,138 160
10351,16 405
10352,337 437
10353,463 463
10354,376 295
10355,204 51
10356,132 106
10357,11 92
10358,21 187
10359,21 249
10360,314 218
10361,314 219
10362,314 223
10363,2 411
10364,411 2
10365,211 271
10366,120 120
10367,73 707
10368,187 21
10369,371 51
10370,160 138
10371,51 371
10372,218 82
10373,309 400
10374,280 450
10375,23 165
10376,815 137
10377,106 106
10378,101 124
10379,747 86
10380,533 434
10381,533 106
10382,685 174
10383,285 301
10384,248 0
10385,59 63
10386,681 191
10387,493 611
10388,493 232
10389,493 14
10390,587 194
10391,587 2
10392,221 74
10393,221 223
10394,371 323
10395,311 74
10396,461 819
10397,58 271
10398,667 184
10399,273 461
10400,363 128
10401,256 191
10402,2 587
10403,128 363
10404,481 271
10405,145 300
10406,813 280
10407,300 145
10408,13 476
10409,232 515
10410,107 541
10411,678 747
10412,678 678
10413,528 305
10414,441 86
10415,424 4
10416,65 568
10417,29 361
10418,7 8
10419,361 29
10420,290 256
10421,164 322
10422,94 776
10423,340 290
10424,301 285
10425,355 283
10426,410 356
10427,214 460
10428,499 566
10429,411 3
10430,411 192
10431,412 408
10432,96 113
10433,3 411
10434,198 129
10435,365 451
10436,362 529
10437,34 34
10438,423 113
10439,370 116
10440,32 361
10441,361 32
10442,497 419
10443,20 82
10444,608 529
10445,756 73
10446,447 498
10447,395 104
10448,8 7
10449,412 698
10450,129 438
10451,129 340
10452,87 87
10453,160 216
10454,160 349
10455,100 494
10456,13 409
10457,494 100
10458,280 342
10459,134 373
10460,174 408
10461,192 411
10462,255 152
10463,681 214
10464,450 377
10465,284 157
10466,371 363
10467,405 161
10468,116 370
10469,494 464
10470,245 96
10471,96 245
10472,340 82
10473,464 494
10474,161 405
10475,547 455
10476,493 486
10477,152 366
10478,223 256
10479,5 195
10480,128 206
10481,60 390
10482,312 311
10483,153 16
10484,206 167
10485,308 256
10486,115 261
10487,493 694
10488,167 199
10489,283 355
10490,412 63
10491,16 283
10492,167 128
10493,128 280
10494,290 340
10495,405 15
10496,137 4
10497,2 140
10498,2 96
10499,2 64
10500,733 728
10501,518 351
10502,498 447
10503,498 9
10504,502 8
10505,368 320
10506,21 550
10507,559 283
10508,94 207
10509,96 369
10510,442 113
10511,814 347
10512,96 285
10513,273 274
10514,455 47
10515,400 728
10516,128 82
10517,46 256
10518,206 280
10519,206 41
10520,165 119
10521,58 132
10522,124 354
10523,124 98
10524,124 97
10525,124 353
10526,124 323
10527,124 618
10528,124 640
10529,124 768
10530,124 100
10531,124 662
10532,124 101
10533,124 185
10534,57 174
10535,424 355
10536,496 459
10537,820 41
10538,820 820
10539,87 82
10540,191 283
10541,388 379
10542,86 30
10543,82 540
10544,165 438
10545,388 376
10546,540 82
10547,820 128
10548,434 515
10549,434 768
10550,820 203
10551,738 520
10552,261 115
10553,820 593
10554,738 57
10555,400 106
10556,363 16
10557,265 570
10558,18 222
10559,261 753
10560,438 165
10561,280 206
10562,221 18
10563,57 738
10564,424 78
10565,163 83
10566,424 445
10567,455 5
10568,115 233
10569,5 455
10570,5 169
10571,145 256
10572,169 5
10573,569 362
10574,146 18
10575,181 156
10576,250 320
10577,314 363
10578,320 250
10579,105 422
10580,820 204
10581,820 94
10582,820 200
10583,395 181
10584,269 154
10585,62 254
10586,115 58
10587,187 363
10588,83 163
10589,41 820
10590,188 495
10591,188 363
10592,261 96
10593,363 314
10594,591 62
10595,438 340
10596,114 405
10597,160 376
10598,355 152
10599,31 28
10600,305 481
10601,820 85
10602,37 48
10603,332 499
10604,820 121
10605,445 424
10606,332 213
10607,142 82
10608,333 288
10609,249 21
10610,29 590
10611,13 30
10612,473 25
10613,288 333
10614,338 245
10615,300 226
10616,602 700
10617,4 434
10618,5 411
10619,457 440
10620,409 325
10621,440 457
10622,128 172
10623,96 261
10624,820 206
10625,184 667
10626,420 363
10627,36 36
10628,379 719
10629,155 18
10630,113 76
10631,133 183
10632,721 721
10633,721 229
10634,302 304
10635,221 17
10636,114 455
10637,820 801
10638,820 196
10639,820 51
10640,820 197
10641,820 198
10642,820 199
10643,820 167
10644,820 201
10645,820 202
10646,820 776
10647,820 205
10648,820 95
10649,820 207
10650,340 256
10651,31 338
10652,304 302
10653,0 498
10654,498 0
10655,207 820
10656,338 31
10657,201 820
10658,206 820
10659,155 326
10660,211 408
10661,498 407
10662,498 213
10663,498 525
10664,498 358
10665,387 368
10666,87 190
10667,183 133
10668,238 440
10669,4 424
10670,63 586
10671,4 121
10672,408 211
10673,408 552
10674,325 143
10675,466 754
10676,466 358
10677,368 387
10678,141 504
10679,720 707
10680,821 163
10681,154 269
10682,181 526
10683,358 498
10684,424 46
10685,32 261
10686,695 147
10687,560 496
10688,30 31
10689,278 191
10690,440 238
10691,7 672
10692,101 211
10693,424 210
10694,424 274
10695,424 748
10696,748 424
10697,172 207
10698,207 172
10699,192 323
10700,485 114
10701,412 625
10702,529 9
10703,245 338
10704,598 598
10705,329 21
10706,725 113
10707,326 155
10708,498 7
10709,290 493
10710,105 495
10711,87 665
10712,280 424
10713,496 560
10714,231 377
10715,249 28
10716,249 280
10717,493 572
10718,62 546
10719,28 249
10720,215 459
10721,424 527
10722,520 138
10723,93 399
10724,400 64
10725,260 89
10726,62 591
10727,417 165
10728,159 440
10729,84 270
10730,84 118
10731,84 372
10732,84 443
10733,84 664
10734,84 318
10735,84 105
10736,84 544
10737,84 533
10738,84 336
10739,84 112
10740,84 453
10741,336 84
10742,399 93
10743,822 572
10744,405 62
10745,64 172
10746,172 64
10747,57 408
10748,155 81
10749,131 101
10750,335 592
10751,2 809
10752,281 54
10753,572 822
10754,160 730
10755,160 20
10756,565 608
10757,565 804
10758,565 754
10759,121 4
10760,408 57
10761,210 45
10762,265 359
10763,321 250
10764,6 191
10765,160 400
10766,231 342
10767,231 74
10768,231 262
10769,231 575
10770,74 231
10771,521 823
10772,238 758
10773,118 84
10774,262 231
10775,400 160
10776,96 251
10777,157 182
10778,388 157
10779,59 2
10780,655 172
10781,191 824
10782,440 159
10783,300 300
10784,155 130
10785,164 448
10786,811 340
10787,251 96
10788,326 543
10789,326 245
10790,495 74
10791,495 309
10792,495 384
10793,495 218
10794,495 215
10795,495 222
10796,495 223
10797,495 405
10798,495 315
10799,495 227
10800,495 170
10801,495 468
10802,495 228
10803,495 638
10804,495 316
10805,486 725
10806,414 645
10807,142 85
10808,62 820
10809,4 142
10810,176 611
10811,720 332
10812,331 707
10813,249 672
10814,142 4
10815,424 113
10816,424 543
10817,424 114
10818,424 245
10819,424 338
10820,424 326
10821,62 262
10822,331 482
10823,80 460
10824,331 340
10825,543 424
10826,160 21
10827,460 80
10828,602 61
10829,672 365
10830,168 292
10831,317 226
10832,122 103
10833,380 182
10834,323 447
10835,138 305
10836,60 342
10837,80 480
10838,480 80
10839,424 240
10840,223 624
10841,58 88
10842,58 210
10843,58 89
10844,58 371
10845,58 462
10846,58 126
10847,116 160
10848,447 323
10849,171 116
10850,102 743
10851,20 160
10852,93 128
10853,93 78
10854,93 51
10855,65 51
10856,190 87
10857,548 143
10858,166 160
10859,262 62
10860,314 283
10861,160 116
10862,206 168
10863,482 438
10864,454 107
10865,498 562
10866,498 602
10867,498 707
10868,498 700
10869,498 61
10870,305 84
10871,438 482
10872,79 160
10873,57 305
10874,323 192
10875,820 142
10876,568 426
10877,143 548
10878,168 206
10879,337 438
10880,142 820
10881,160 79
10882,115 301
10883,438 337
10884,81 121
10885,278 420
10886,278 13
10887,96 59
10888,21 160
10889,255 107
10890,94 820
10891,283 314
10892,327 20
10893,38 27
10894,0 226
10895,89 438
10896,305 138
10897,160 428
10898,809 55
10899,809 4
10900,809 2
10901,141 265
10902,368 393
10903,171 5
10904,627 473
10905,473 627
10906,607 255
10907,5 171
10908,5 306
10909,195 3
10910,64 375
10911,170 543
10912,38 116
10913,255 607
10914,3 137
10915,215 187
10916,215 560
10917,85 820
10918,160 2
10919,215 188
10920,51 445
10921,116 38
10922,351 278
10923,520 412
10924,182 53
10925,825 306
10926,306 825
10927,183 278
10928,368 86
10929,86 177
10930,433 405
10931,563 522
10932,543 170
10933,160 87
10934,87 160
10935,201 143
10936,160 426
10937,754 466
10938,374 502
10939,397 389
10940,482 331
10941,160 329
10942,241 159
10943,20 327
10944,400 222
10945,81 420
10946,222 365
10947,562 498
10948,211 210
10949,62 495
10950,2 826
10951,826 826
10952,53 182
10953,438 89
10954,320 156
10955,151 748
10956,7 358
10957,7 407
10958,7 498
10959,177 86
10960,160 171
10961,160 127
10962,288 288
10963,269 105
10964,160 672
10965,482 553
10966,320 61
10967,358 161
10968,241 238
10969,506 827
10970,64 87
10971,135 62
10972,160 210
10973,85 142
10974,161 358
10975,107 418
10976,81 283
10977,321 351
10978,345 191
10979,89 62
10980,62 89
10981,351 321
