source,target,Type,Id,Label,timeset,weight
Tompkins County,Pittsburgh Intll,Directed,1947,,,0.0271
Bellingham Intl,Seattle-Tacoma Intl,Directed,1948,,,0.013
Bellingham Intl,Portland Intl,Directed,1949,,,0.0306
Bellingham Intl,Elko Muni-J.C. Harris Field,Directed,1950,,,0.0835
St Mary's,Bethel,Directed,1951,,,0.0143
Aniak,Bethel,Directed,1952,,,0.014
Bethel,Quinhagak,Directed,1953,,,0.0098
Bethel,Eek,Directed,1954,,,0.0055
Bethel,Tuntutuliak,Directed,1955,,,0.006
Kwethluk,Bethel,Directed,1956,,,0.002
Bethel,Kwigillingok,Directed,1957,,,0.0112
Bethel,Kongiganak,Directed,1958,,,0.0095
Akiachak,Bethel,Directed,1959,,,0.0023
Tuluksak,Bethel,Directed,1960,,,0.0053
Bethel,Napaskiak,Directed,1961,,,0.0009
Bethel,Napakiak,Directed,1962,,,0.0011
Monroe Regional,Pensacola Regional,Directed,1963,,,0.0315
Monroe Regional,Jackson Intll,Directed,1964,,,0.0102
Monroe Regional,Shreveport Regional,Directed,1965,,,0.0091
Lambert-St Louis Intl,Fort Smith Regional,Directed,1966,,,0.0385
Drake Field,Fort Smith Regional,Directed,1967,,,0.0064
La Crosse Muni,Chicago O'hare Intl,Directed,1968,,,0.025
Minneapolis-St Paul Intl/Wold-,La Crosse Muni,Directed,1969,,,0.0138
Durango-La Plata County,Phoenix Sky Harbor Intl,Directed,1970,,,0.0416
Pittsburgh Intll,Tri-State/Milton J.Ferguson Fi,Directed,1971,,,0.0235
Grand Forks Intl,Minneapolis-St Paul Intl/Wold-,Directed,1972,,,0.0356
Minot Intl,Minneapolis-St Paul Intl/Wold-,Directed,1973,,,0.0522
San Francisco Intl,San Luis Obispo County-Mc Ches,Directed,1974,,,0.0244
San Luis Obispo County-Mc Ches,Santa Maria Pub/Capt G Allan H,Directed,1975,,,0.0033
Dallas/Fort Worth Intl,Easterwood Field,Directed,1976,,,0.0223
Seattle-Tacoma Intl,Elko Muni-J.C. Harris Field,Directed,1977,,,0.0714
Elko Muni-J.C. Harris Field,Salt Lake City Intl,Directed,1978,,,0.0194
Portland Intl,Elko Muni-J.C. Harris Field,Directed,1979,,,0.0572
Spokane Intl,Elko Muni-J.C. Harris Field,Directed,1980,,,0.0655
Rapid City Regional,Elko Muni-J.C. Harris Field,Directed,1981,,,0.0717
William B. Heilig Field,Elko Muni-J.C. Harris Field,Directed,1982,,,0.0629
Luis Munoz Marin Intl,Eugenio Maria De Hostos,Directed,1983,,,0.0061
Natrona County Intl,Salt Lake City Intl,Directed,1984,,,0.0347
Rapid City Regional,Natrona County Intl,Directed,1985,,,0.0204
Anchorage Intl,Kodiak,Directed,1986,,,0.0351
Yakima Air Terminal,Tri-Cities,Directed,1987,,,0.0078
Glacier Park Intl,Salt Lake City Intl,Directed,1988,,,0.0728
Glacier Park Intl,Spokane Intl,Directed,1989,,,0.018
Glacier Park Intl,Missoula Intll,Directed,1990,,,0.0133
Glacier Park Intl,Great Falls Intl,Directed,1991,,,0.0167
Glacier Park Intl,Helena Regional,Directed,1992,,,0.02
Roberts Field,San Francisco Intl,Directed,1993,,,0.0637
William R Fairchild Intl,Seattle-Tacoma Intl,Directed,1994,,,0.0089
Arcata,San Francisco Intl,Directed,1995,,,0.0333
Arcata,Sacramento Metropolitan,Directed,1996,,,0.0253
Jack Mc Namara Field,Arcata,Directed,1997,,,0.0076
Redding Muni,San Francisco Intl,Directed,1998,,,0.0276
Portland Intl,Redding Muni,Directed,1999,,,0.0485
Mcnary Fld,Redding Muni,Directed,2000,,,0.0422
Dallas/Fort Worth Intl,Abilene Regional,Directed,2001,,,0.0143
Chicago O'hare Intl,Bloomington/Normal,Directed,2002,,,0.0152
Bloomington/Normal,Lambert-St Louis Intl,Directed,2003,,,0.018
Bloomington/Normal,Decatur,Directed,2004,,,0.0062
Bloomington/Normal,Hulman Regional,Directed,2005,,,0.0128
Stockton Metropolitan,San Francisco Intl,Directed,2006,,,0.0063
Waterloo Muni,Chicago O'hare Intl,Directed,2007,,,0.0236
Waterloo Muni,Lambert-St Louis Intl,Directed,2008,,,0.0378
Waterloo Muni,Cedar Rapids Muni,Directed,2009,,,0.0073
Waterloo Muni,Dubuque Regional,Directed,2010,,,0.0087
Kahului,Lanai,Directed,2011,,,0.0028
Molokai,Lanai,Directed,2012,,,0.0036
Muskegon County,Chicago O'hare Intl,Directed,2013,,,0.0142
Sitka,Seattle-Tacoma Intl,Directed,2014,,,0.1134
Helena Regional,Salt Lake City Intl,Directed,2015,,,0.0556
Missoula Intll,Helena Regional,Directed,2016,,,0.0112
Gunnison County,Houston Intercontinental,Directed,2017,,,0.1008
Flagstaff Pulliam,Phoenix Sky Harbor Intl,Directed,2018,,,0.0164
Chicago O'hare Intl,Yampa Valley,Directed,2019,,,0.0994
Yampa Valley,Los Angeles Intl,Directed,2020,,,0.0845
Minneapolis-St Paul Intl/Wold-,Yampa Valley,Directed,2021,,,0.0829
Yampa Valley,Houston Intercontinental,Directed,2022,,,0.1171
Yampa Valley,San Jose Intll,Directed,2023,,,0.0806
Ralph Wien Memorial,Nome,Directed,2024,,,0.0269
Chicago O'hare Intl,Decatur,Directed,2025,,,0.0211
Decatur,Lambert-St Louis Intl,Directed,2026,,,0.0128
Anchorage Intl,King Salmon,Directed,2027,,,0.0414
Dillingham,King Salmon,Directed,2028,,,0.01
Chicago O'hare Intl,Tweed-New Haven,Directed,2029,,,0.0768
Dallas/Fort Worth Intl,Waco Regional,Directed,2030,,,0.0122
Seattle-Tacoma Intl,Lewiston-Nez Perce County,Directed,2031,,,0.0288
Lewiston-Nez Perce County,Portland Intl,Directed,2032,,,0.0294
Lewiston-Nez Perce County,Tri-Cities,Directed,2033,,,0.0107
Yakima Air Terminal,Lewiston-Nez Perce County,Directed,2034,,,0.018
Pullman/Moscow Regional,Lewiston-Nez Perce County,Directed,2035,,,0.0036
Columbia Regional,Lambert-St Louis Intl,Directed,2036,,,0.0095
Gregg County,Tyler Pounds Field,Directed,2037,,,0.0035
Marquette County,Chicago O'hare Intl,Directed,2038,,,0.0435
Marquette County,Cherry Capital,Directed,2039,,,0.0199
Seattle-Tacoma Intl,Pullman/Moscow Regional,Directed,2040,,,0.0273
Dubuque Regional,Chicago O'hare Intl,Directed,2041,,,0.0149
Seattle-Tacoma Intl,Pangborn Memorial,Directed,2042,,,0.0107
Pangborn Memorial,Portland Intl,Directed,2043,,,0.0212
Pangborn Memorial,Grant County,Directed,2044,,,0.0048
Saipan Intl,Babelthuap/Koror,Directed,2045,,,0.0935
Spokane Intl,Bert Mooney,Directed,2046,,,0.0302
Missoula Intll,Bert Mooney,Directed,2047,,,0.0123
Bert Mooney,Gallatin Field,Directed,2048,,,0.007
Glacier Park Intl,Bert Mooney,Directed,2049,,,0.0242
Helena Regional,Bert Mooney,Directed,2050,,,0.0067
Lambert-St Louis Intl,Barkley Regional,Directed,2051,,,0.0181
Lambert-St Louis Intl,Joplin Regional,Directed,2052,,,0.0261
Springfield Regional,Joplin Regional,Directed,2053,,,0.0058
Saipan Intl,Rota Intl,Directed,2054,,,0.0093
Pocatello Regional,Twin Falls-Sun Valley Regional,Directed,2055,,,0.0105
Chicago O'hare Intl,Purdue University,Directed,2056,,,0.0157
Wiley Post-Will Rogers Mem,Anchorage Intl,Directed,2057,,,0.1026
Wiley Post-Will Rogers Mem,Deadhorse,Directed,2058,,,0.0436
Modesto City-County--Harry Sha,San Francisco Intl,Directed,2059,,,0.0072
Merrill C Meigs,Capital,Directed,2060,,,0.022
Merle K (Mudhole) Smith,Yakutat,Directed,2061,,,0.0311
Chicago O'hare Intl,Burlington Regional,Directed,2062,,,0.02
Burlington Regional,Lambert-St Louis Intl,Directed,2063,,,0.0198
Quad-City,Burlington Regional,Directed,2064,,,0.0071
Burlington Regional,Greater Peoria Regional,Directed,2065,,,0.0074
Portland Intl,Klamath Falls Intll,Directed,2066,,,0.0331
Rogue Valley Intl- M,Klamath Falls Intll,Directed,2067,,,0.0062
Roberts Field,Klamath Falls Intll,Directed,2068,,,0.0203
Klamath Falls Intll,Redding Muni,Directed,2069,,,0.0159
Mcnary Fld,Klamath Falls Intll,Directed,2070,,,0.0271
Seattle-Tacoma Intl,Walla Walla Regional,Directed,2071,,,0.0242
Walla Walla Regional,Portland Intl,Directed,2072,,,0.0225
Tri-Cities,Walla Walla Regional,Directed,2073,,,0.0046
Yakima Air Terminal,Walla Walla Regional,Directed,2074,,,0.0124
Lewiston-Nez Perce County,Walla Walla Regional,Directed,2075,,,0.0069
Pullman/Moscow Regional,Walla Walla Regional,Directed,2076,,,0.0087
Walla Walla Regional,Eastern Oregon Regional At Pen,Directed,2077,,,0.0048
Grant County,Walla Walla Regional,Directed,2078,,,0.0119
Sitka,James A Johnson Petersburg,Directed,2079,,,0.0125
James A Johnson Petersburg,Wrangell,Directed,2080,,,0.0043
Luis Munoz Marin Intl,Mercedita,Directed,2081,,,0.005
Portland Intl,North Bend Muni,Directed,2082,,,0.0223
Mcnary Fld,North Bend Muni,Directed,2083,,,0.0156
Greenbrier Valley,Raleigh-Durham Intll,Directed,2084,,,0.0207
Chico Muni,San Francisco Intl,Directed,2085,,,0.021
Quad-City,Quincy Muni Baldwin Field,Directed,2086,,,0.0148
Lambert-St Louis Intl,Williamson County Regional,Directed,2087,,,0.0118
Purdue University,Hulman Regional,Directed,2088,,,0.0094
St Mary's,Aniak,Directed,2089,,,0.0197
Aniak,Anchorage Intl,Directed,2090,,,0.0488
Anchorage Intl,Adak Naf,Directed,2091,,,0.1622
Unalaska,Adak Naf,Directed,2092,,,0.0549
Eareckson As,Adak Naf,Directed,2093,,,0.0478
Gustavus,Juneau Intl,Directed,2094,,,0.0057
Cold Bay,Unalaska,Directed,2095,,,0.0232
St Paul Island,Cold Bay,Directed,2096,,,0.0425
John F Kennedy Intl,Rafael Hernandez,Directed,2097,,,0.2143
Miami Intl,Rafael Hernandez,Directed,2098,,,0.0968
Newark Intl,Rafael Hernandez,Directed,2099,,,0.2151
Rafael Hernandez,Mercedita,Directed,2100,,,0.0054
Lambert-St Louis Intl,Cape Girardeau Regional,Directed,2101,,,0.0151
Williamson County Regional,Cape Girardeau Regional,Directed,2102,,,0.0058
Eastern Oregon Regional At Pen,Portland Intl,Directed,2103,,,0.0191
Tri-Cities,Eastern Oregon Regional At Pen,Directed,2104,,,0.0057
Chicago O'hare Intl,Eagle County Regional,Directed,2105,,,0.0993
Eagle County Regional,Phoenix Sky Harbor Intl,Directed,2106,,,0.0647
Salt Lake City Intl,Eagle County Regional,Directed,2107,,,0.028
San Francisco Intl,Merced Municipal/Macready Fiel,Directed,2108,,,0.0099
Seattle-Tacoma Intl,Grant County,Directed,2109,,,0.0154
Grant County,Yakima Air Terminal,Directed,2110,,,0.0087
Anchorage Intl,Eareckson As,Directed,2111,,,0.1999
Anchorage Intl,Sand Point,Directed,2112,,,0.0774
Jack Mc Namara Field,San Francisco Intl,Directed,2113,,,0.0408
Tuntutuliak,Kongiganak,Directed,2114,,,0.0038
Tuntutuliak,Kwigillingok,Directed,2115,,,0.0053
Kongiganak,Kwigillingok,Directed,2116,,,0.0018
Port Heiden,Sand Point,Directed,2117,,,0.0184
Akiachak,Kwethluk,Directed,2118,,,0.001
Tuluksak,Akiachak,Directed,2119,,,0.003
Tuluksak,Kwethluk,Directed,2120,,,0.0037
Akiak,Bethel,Directed,2121,,,0.0033
Akiachak,Akiak,Directed,2122,,,0.0011
Tuluksak,Akiak,Directed,2123,,,0.0022
Kapalua,Kahului,Directed,2124,,,0.0013
Kapalua,Lanai,Directed,2125,,,0.0022
